,Text, predicted sentiment
1853,"@VeraMBergen @ImperfectSong @abbyabrams @LissandraVilla What would you expect from @realDonaldTrump who spread misinformation, conspiracy theories about #COVID19 and mocked people for wearing facemasks and social distancing as un-American? He is complicit in nearly 210,000 American deaths and counting.",0
1854,#UPSC aspirants arrive at an examination centre to write the exams in Chennai amid #COVID19 pandemic. #UPSC2020  Express Photos | @Jawahar_TNIE  @xpresstn @shibasahu2012 ,0
1855,What did I tell ya?  #TrumpCovid #oxygen #COVID19 #pandemic  ,0
1856,A damn mid season finale  #PowerBook2 Im guessing #COVID19 messed up film schedule,0
1857,.@ChrisChristie  .@ThomTillis .@realDonaldTrump    #COVID19 is not a hoax - folks! #CNN #NYTimes  #WashingtonPost .@GOP  ,0
1858,"The irony is that a leading #COVID19 and mask denier is probably getting the world's best healthcare and treatment for COVID19, as thousands of his countrymen keep perishing to the disease because of his mishandled, ill-informed policies!",0
1859,Hey .@IRSnews will the medical expenses for .@realDonaldTrump be included in this year's standard deduction or will I need to itemize?  #COVID19 #COVID,0
1860,Individuals with #obesity and #COVID19: A global perspective on the epidemiology and biological relationships ,0
1861,"@USUHNAME @Cathy_Donelson @ProjectLincoln Note:Has Trump ACTIVELY encouraged EVERYONE to wear masks and take precautions like social distancing since ""getting #COVID19 "" Doesn't he want his OWN FANATICAL FOLLOWERS to take precautions? #TrumpIsALiar  #TrumpWillDoAnything  @MMFlint @SenSchumer @SpeakerPelosi @BarackObama",1
1862,"@IvankaTrump What were you doing in this small caf, @IvankaTrump , while knowing you had just been exposed to someone with #COVID19 ? ",0
1863,"Coronavirus Update:  Total cases: 35,133,084 (+5,488)   Current cases: 7,971,631 (+3,753)   Deaths: 1,037,974 (+33)   Recovered: 26,123,479 (+1,702)   Updated every 2 hours #Coronavirus #COVID19 #COVID19 Source: ",0
1864,@SovernNation @SenThomTillis @cnnbrk @ABC @NBCNews @CBSNews @foxnewsalert is it me or is #COVID19 a bigger issue than what @GOP and its Republicans have made it out to be not wearing masks.. as many of them have shown even coming from the White House...? #COVID19 #WearADamnMask #CovidCaughtTrump ,1
1865,"Today's CCP Virus Hotspot map.  Coincidence?  The greatest affected areas are also China's greatest strategic rivals. Mainly USA, Western Europe and India. .  #CCPVirus #ChinaVirus #COVID19 #CovidTrump #Covid19UK ",1
1866,Trumps Secret Service Has Struggled With Outbreak at Training Center SEE MORE HERE ==&gt;   #proudboys #donaldtrump #covid19 #covid #coronavirus #trump #trump2020 #maga #makeamericagreatagain #trumprally ,0
1867,What would be hilarious is if this Remdesivir and Regeneron synthetic antibody cocktail treatment turned out to be an answer for this #COVID19...,0
1868,This is how a superspreader event unfolds #COVID19 #SuperSpreader  ,0
1869," Trump Brags COVID is God Testing His Greatnesssix weeks ago, this day. #Trump #DonaldTrump #Bragging #TrumpBrags #God #Testing #Greatness #Covid #COVID19 #GodTestsTrumpWithCovid #GodTakesTrumpsOffice... ",0
1870,#Government @BorisJohnson denies rift with Chancellor  @RishiSunak: 'We are as one' @missgeorgieanne 3/10/20 @theipaper #politics @UKParliament #COVID19 ,0
1871,"Trump Brags COVID is God Testing His Greatnesssix weeks ago, this day. #Trump #DonaldTrump #Bragging #TrumpBrags #God #Testing #Greatness #Covid #COVID19 #GodTestsTrumpWithCovid #GodTakesTrumpsOffice ",0
1872,@amy_1974momof3 @kurteichenwald @IvankaTrump Did @realDonaldTrump care before he caught #COVID19?  Did the self-titled 'leader' mention anyone other than himself being sick...and is he dead? Remember Trump's 'I'm not responsible' presidency? ,0
1873,"Heres our @Nightline report on President Trump testing positive for #COVID19 which aired last night. Since then, 2 more of the presidents associates have tested positive including Chris Christie who is also hospitalized.  ",0
1874,Who wants to play COVID BINGO? #COVID19 #MAGAVirus   ,0
1875,#BREAKING |  POLICE CURFEW   Police curfew imposed on 07 Grama Seva divisions within the Minuwangoda and Divulapitiya Police purviews until further notice.   #lka #SriLanka #COVID19 #COVID19SL #COVID19LK #Curfew #Police ,0
1876,"Sadly, lemming mating rituals have endured in the era of the plague.  #COVID19  #COVID ",0
1877,"@joncoopertweets I literally just tweeted the same conclusion, just from piecing the info together! With his legitimacy in question &amp; exposure to #COVID19 is @VP #Pence actually able to assume the role or is @SpeakerPelosi the new president.",1
1878,"#coronavirus  #COVID19Vic  #COVID19  Always says stay home ,stay safe. keep distance maintain .help others. ",1
1879,"@GOP The #Trump government has not responded honestly to @nytimes posts, has not yet approved the relief plan for #Covid19 and focuses all attention on Trump when thousands of Americans are sick too.    But you can insist on a #SCOTUS nomination!  #VoteBlue  #FlipTheSenateBlue",1
1880,@sahilkapur @JohnJHarwood Those in congress get tested constantly!! One could be exposed on Monday and get tested Tuesday be negative and test positive on Wednesday  Yes the virus is real but shutting down government and the economy IS NOT THE ANSWER!!  #COVID19,0
1881,Stress isn't surprising with Covid. Here are 10 tips that can help you deal with the pandemic while staying home!    #MyRanggo #MyRanggoMagazine #YHH #COVID19 #covidlife #pandemiclife #hospitality #tourism #service #StayHome #stayhomstaysafe ,1
1882,"#TheyKnew   Operation MAGA  #SuperSpreader #Republican #Coronavirus #Covid19  Let's talk just a few Super Spreader Events that the Republicans have held  October 3, 2020 The White House Is Spreading Virus and Lies ",1
1883,"India maintains top global ranking with maximum #COVID recoveries. Have a look at the other major updates on the status of #COVID19 in India...  For full bulletin, watch - ",1
1884,Health authorities have urged the public to take more precautionary measures against #COVID19 after a 39-year-old garment worker from Divulapitiya tested positive this morning. 40 garment factory workers and 15 Gampaha hospital staffers are now in quarantine. #SriLanka #LKA #lka,1
1885,It is okay to be sick. It is okay to rest and help your body heal. The days of glorifying the work warrior should be in the past. #COVID19 ,0
1886,@IvankaTrump For God's sake... he's filling out the hospital lunch and dinner menu for tomorrow. STOP THIS BRAVE shit. He ain't a warrior.... he's a damn host of super spreading #COVID19,0
1887,#BreakingNews  Police curfew imposed in the Divulapitiya and Minuwangoda police divisions with immediate effect until further notice-Govt Info Dept #COVID19,0
1888,"1,2,3, into the 4 VP Biden is a bad ass need I say more? #Biden2020 #COVID19 #trumpsucks ",1
1889,@IvankaTrump Donald Trump suffered brain damaged due to lack of oxygen.  He is learning to write his name on a blank piece of paper with a sharpie.  #RoseGardenMassacre  #TrumpLiesAmericansDie  #GOPSuperSpreaders  #COVID19,0
1890,"@nbcsnl It wasnt enough that yall normalized Donald Trump in 2016, now yall want to normalize packed live studio audiences? #gaslighting #covid19 ",0
1891,"@erin_pelton If people NEED a President, or local/state authorities to make them wear #Masks (like Asians have done for years) &amp; distance etc,. w/#COVID19 spreading all around, they're basically idiots. Why take chances? Many of you (me inc,.no shaving ;) will look better with a mask anyway!",1
1892,@united  WTF Thought you were going to protect your travelers. #GOPSuperSpreaders #BoycottUnited #COVID19 ,1
1893,Only One Presidential candidate has antibodies to #Covid19 &amp; China. Thats not 78 year old @joebiden aka #BeijingBiden ,0
1894,...and #OTD last year I went to Shizuoka Stadium Ecopa for South Africa  vs Italy  at #RWC2019 .  The highlight was of course meeting up with @GifuRichy before the match! We havent met since then! Can only be because of #Covid19!!   ,0
1895,At least show some #commonsense and #COVID19 smarts @senatemajldr ,0
1896,#TheyKnew   Operation MAGA  #SuperSpreader #Republican #Coronavirus #Covid19  Let's talk just a few Super Spreader Events that the Republicans have held  October 3 Inside one celebration that helped spread the virus across the US government ,1
1897,#BREAKING: Police curfew was imposed until further notice to seven GS divisions within the Minuwangoda and Divulapitiya Police areas following a woman from Divulapiya tested positive for #COVID19.  #SriLanka #lka #COVID19SL ,0
1898,@IvankaTrump Hahaha @IvankaTrump you ppl are hilarious @realDonaldTrump didn't do anything while at the WH b4 contracting #COVID19. &amp; u expect ppl to believe this  #WearAMask #SocialDistance #washyourhands   #VoteHimOut  #VoteEarly #NastywomenVote #NotoriousRBG #JoeBidenKamalaHarris2020,1
1899,Dear Mr. President. Every American deserves the same healthcare and treatments for COVID-19 that you are receiving. Here's your chance to make America great for all. #COVID19  #healthcare  #HealthcareForAll,0
1900,"@PeterOL33395423 @Shamanator @MMFlint Note:Has Trump ACTIVELY encouraged EVERYONE to wear masks and take precautions like social distancing since ""getting #COVID19 "" Doesn't he want his OWN FANATICAL FOLLOWERS to take precautions? #TrumpIsALiar  #TrumpWillDoAnything  @MMFlint @SenSchumer @SpeakerPelosi @BarackObama",1
1901,"Frank discussion on government response to #Covid19 at #MtCookMobilised candidate meeting - we did well in uncharted territory, no international consensus.  Got the time NZ needed to gear up. Good call @jamespeshaw @drayeshaverrall",0
1902,"Day 261 of the #Trumpdemic  #USA Death Toll - 214,277 #Covid19 #DonaldDeath  #TrumpPlague ",0
1903,"President  @realDonaldTrump is supposed admitted to an isolation room Walter Reed for #Coronavirus, right?  Who let's the COVID-19 ++ patient into the staff conference room...?  Putting other hospital staff at risk that will have to use that room... #COVID19 @cnnbrk ",0
1904,2 new cases in Thailand   [5:08 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic,1
1905, POLICE CURFEW    Police curfew imposed to Minuwangoda and Divulapitiya Police areas with immediate effect UNTIL FURTHER NOTICE.    Entry and exit to these areas completely prohibited   #lka #SriLanka #COVID19 #COVID19SL #COVID19LK ,0
1906,@mirandadevine @UssRushmore Keep fighting everyone.  #COVID19 needs to be defeated  ,1
1907,#SNL is taking great lengths to ensure everyone  on the show will be safe while Trump does the complete opposite with America.  #COVID19  #COVID,0
1908,"#TheyKnew   Operation MAGA  #SuperSpreader #Republican #Coronavirus #Covid19  Let's talk just a few Super Spreader Events that the Republicans have held  October 2, 2020 Number of Covid cases grows among people who attended White House ceremony  ",1
1909,"President Donald Trump was administered supplemental oxygen on Friday before he was taken to the Walter Reed military hospital, as per the US media reports. Read more:  #DonaldTrump #coronavirus #COVID19 #Opoyi",0
1910,Exclusive Q&amp;A: Adapting to customers key to post-COVID-19 success. #covid19 #IoT #retail #contactless @awscloud  ,1
1911,How should the #FDA go about regulating adaptive #AI  #Insurtech #fintech #HealthTech #BigData #COVID19 @terence_mills @Damien_CABADI @jblefevre60 @CRudinschi @floriansemle @Fabriziobustama @HaroldSinnott @Paula_Piccard @AmancioBouza @enricomolinari    ,0
1912,"No, thanks! #COVID19 #TrumpCovid #Trump ",0
1913,"Shame on @nbcsnl @JimCarrey comments on @POTUS having COVID, it was incredibly insensitive and crossed a line. How bitter do you have to be to rejoice in someone's illness? #boycottsnl   #SNLPremiere #TrumpHasCovid #TrumpCovid #Trump #PrayForTrump #Pray #COVID19 #COVID",1
1914,BREAKING: Police curfew has been imposed on the Divulapitiya and Minuwangoda Police areas after a 39-year-old garment worker tested positive for #COVID19.   #SriLanka #LKA #lka ,0
1915,The @Lions might not be playing tomorrow. A @Saints player has #COVID19. #NFL #cklw #Lions #Saints   Report: Undisclosed Saints player tests positive for COVID-19 ,0
1916,"@PrtexPretax @MMFlint Note:Has Trump ACTIVELY encouraged EVERYONE to wear masks and take precautions like social distancing since ""getting #COVID19 "" Doesn't he want his OWN FANATICAL FOLLOWERS to take precautions? #TrumpIsALiar  #TrumpWillDoAnything  @MMFlint @SenSchumer @SpeakerPelosi @BarackObama",1
1917,@JoyVBehar Wouldnt it be nice if all Americans with #COVID19 could have the same attentiveness and care.? #200KDeadAmericans  #COVID19,1
1918,Thousands of minks dead as COVID-19 outbreak escalates on Utah farms      via @azcentral  #COVID19,1
1919,"#TheyKnew   Operation MAGA  #SuperSpreader #Republican #Coronavirus #Covid19  Let's talk just a few Super Spreader Events that the Republicans have held  October 2, 2020 Cleveland reports 11 new Covid cases stemming from debate  ",1
1920,Damn COVID-29 these mfs got a new strain #NFL #covidnfl #nflcovid @ESPNFantasy #COVID19 ,0
1921,"Strict actions, on time, causes are there, #COVID19 #Emergency. How they are allowed to make croud??? ",1
1922,Why are these leaders checking themselves into hospitals for precautionary reasons when all normal folks are told to stay home and quarantine?????? #COVID19,1
